Dấu thời gian,1. Giới tính của bạn là gì?,2. Bạn là sinh viên năm mấy?,3. Trường đại học bạn đang theo học là gì?,4. Bạn có sử dụng ChatGPT trong việc học không?,5. Xếp loại học tập của bạn là?,6. Điểm trung bình (hệ 4) của bạn sau khi sử dụng ChatGPT có xu hướng ? [Tăng],6. Điểm trung bình (hệ 4) của bạn sau khi sử dụng ChatGPT có xu hướng ? [Giảm],7. Bạn tự đánh giá về việc sử dụng ChatGPT cho quá trình học?,8. Tần suất bạn sử dụng ChatGPT trong 1 ngày là:,9. Các website hỗ trợ việc tra cứu của bạn ngoài ChatGPT là?,10. Mức độ ưu tiên bạn dành cho việc sử dụng ChatGPT so với các website tra cứu học tập khác là?,11. Mức độ đáng tin cậy của bạn dành cho ChatGPT trong việc cung cấp thông tin học tập là?,12. Hiệu quả của ChatGPT trong giải quyết các câu hỏi và vấn đề học tập của bạn là:,13. Mức độ ảnh hưởng của ChatGPT đến khả năng tự học và nghiên cứu của bạn:,14. Mức độ hài lòng với sự trợ giúp của ChatGPT trong việc giải đáp các câu hỏi học tập của bạn:,15. Nội dung chatGPT đưa ra có phù hợp với nội dung tìm kiếm của bạn không?,16. ChatGPT có khả năng truyền cảm hứng và tạo động lực trong việc học không?,17. ChatGPT có ảnh hưởng đến khả năng tư duy sáng tạo của bạn trong việc giải quyết vấn đề không?,18. ChatGPT có thể giúp bạn quản lý thời gian học hiệu quả hơn không?,19. ChatGPT có khả năng thay thế hoàn toàn vai trò của giáo viên trong quá trình học không?,20. Bạn nghĩ sinh viên dùng ChatGPT làm bài tập nhanh hơn bao nhiêu lần so với sinh viên không dùng ChatGPT?,21. Bạn cảm thấy ChatGPT gây phụ thuộc và ảnh hưởng tiêu cực đến khả năng tự học và phát triển bản thân hay không?,22. Bạn nghĩ khi dùng ChatGPT có khiến bạn trở nên lười học không ?,23. Bạn cảm thấy việc sử dụng ChatGPT có cải thiện việc học của bạn hay không?,24. Bạn có hài lòng về kết quả được cung cấp trên ChatGPT không?,"25. Bạn có hiểu bản chất, cách thức hoạt động của ChatGPT không?",26. ChatGPT đưa ra nội dung câu trả lời có phù hợp với hiểu biết của bạn không?,27. Giữa nội dung của google trả về và câu trả lời ChatGPT đưa ra bạn thích câu trả lời của ai hơn?,28. Bạn sẽ sử dụng ChatGPT cho công việc của bạn trong tương lai không?,29. Bạn có biết cách đặt câu hỏi với chatGPT không?,30. Nội dung mà ChatGPT đưa ra càng ngày càng thông minh bạn nghĩ thế nào về việc này?
05/06/2023 23:37,Nam,Năm 4,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,3,0.26 - 0.35,,4,2 - 3 giờ,Youtube.com,2,4,4,2,4,4,Có,Có,Có,Không,4,4,Có,4,4,Có,4,3,Có,Có,Đíng
05/06/2023 23:38,Nữ,Năm 4,Trường Đại học Kinh tế – Luật (University of Economics and Law (UEL),Có,4,0.16 - 0.25,,4,1 - 2 giờ,Youtube.com,2,4,4,4,3,4,Có,Có,Có,Không,4,4,Có,4,5,Có,4,4,Có,Có,Đúng
05/06/2023 23:45,Nam,Năm 2,Đại học Bách Khoa TP.HCM (Ho Chi Minh City University of Technology),Có,2,< 0.15,,3,< 1 giờ,"Wikipedia.org, Google.com, Youtube.com",2,3,3,3,3,3,Có,Có,Có,Không,3,3,Có,3,3,Có,3,3,Có,Có,Tốt
05/06/2023 23:52,Nam,Năm 2,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.26 - 0.35,,2,< 1 giờ,Google.com,3,2,4,3,3,3,Có,Có,Có,Không,3,3,Có,3,3,Có,3,2,Có,Có,rất tôt
05/06/2023 23:53,Nam,Năm 1,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.36 - 0.45,,4,> 3 giờ,"Google.com, Youtube.com, Khác",2,3,3,2,3,3,Có,Có,Có,Không,3,3,Không,4,3,Có,4,3,Không,Có,Không quá ảnh hưởng
05/06/2023 23:54,Nam,Năm 3,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Có,3,0.36 - 0.45,,4,1 - 2 giờ,"Google.com, Youtube.com",2,3,2,3,3,3,Không,Có,Có,Không,3,3,Có,3,3,Có,3,2,Không,Có,K có ý kiến
05/06/2023 23:55,Nữ,Năm 4,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.26 - 0.35,,3,1 - 2 giờ,Google Scholar,2,2,3,1,3,2,Không,Không,Không,Có,1,3,Có,2,2,Không,2,2,Không,Có,Có
06/06/2023 00:05,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,2,0.16 - 0.25,,3,< 1 giờ,"Wikipedia.org, Google.com, Youtube.com",2,3,4,3,4,4,Có,Không,Có,Không,5,2,Không,5,3,Có,4,1,Có,Có,Thực chất chatGPT vẫn chỉ là AI việc nó thông minh hay không phụ thuộc vào cách mình sử dụng nó
06/06/2023 00:17,Nữ,Năm 2,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.26 - 0.35,,2,< 1 giờ,"Wikipedia.org, Google.com",1,2,2,3,4,4,Có,Có,Có,Không,3,3,Có,3,3,Có,4,4,Có,Có,Ok
06/06/2023 00:32,Nam,Năm 3,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Không,1,,,1,< 1 giờ,"Wikipedia.org, Google.com, Youtube.com",3,3,3,3,3,3,Không,Không,Không,Không,3,3,Có,3,3,Không,3,3,Không,Không,Không có ý kiến
06/06/2023 01:08,Nam,Năm 4,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,2,0.16 - 0.25,,3,1 - 2 giờ,"Google.com, Youtube.com",2,4,3,2,5,4,Có,Không,Có,Không,4,2,Không,5,5,Có,5,4,Có,Có,"Đúng, nhưng phải biết cách dùng câu hỏi nếu k thì kết quả trả lại sai lệch dẫn đến câu trả lời sai lệch."
06/06/2023 01:17,Nam,Năm 2,Đại học Ngoại thương TP.HCM (Ho Chi Minh City University of Foreign Trade),Có,4,> 0.45,,5,< 1 giờ,Google.com,3,2,4,5,5,5,Có,Có,Có,Có,5,5,Không,5,5,Có,5,5,Có,Có,Tốt
06/06/2023 01:22,Nam,Năm 2,Đại học Công nghiệp TP.HCM (Ho Chi Minh City University of Industry),Có,3,0.26 - 0.35,,3,1 - 2 giờ,"Google.com, Youtube.com",2,3,3,3,3,4,Có,Có,Có,Không,3,3,Không,3,3,Có,3,3,Có,Có,Rất tốt trong việc học tập và giúp giải quyết được những vấn đề mà mình khó giải quyết
06/06/2023 01:32,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,4,0.26 - 0.35,,1,< 1 giờ,"Google.com, Google Scholar",3,3,3,2,3,3,Có,Có,Có,Không,2,3,Không,2,2,Có,3,3,Có,Có,Tốt
06/06/2023 05:51,Nữ,Năm 1,Đại học Y Dược TP.HCM (Ho Chi Minh City University of Medicine and Pharmacy),Có,3,0.16 - 0.25,,3,1 - 2 giờ,Google.com,2,3,3,3,3,3,Có,Có,Có,Có,3,3,Có,3,3,Có,3,3,Có,Có,Bình thường thoi
06/06/2023 06:57,Nam,Năm 2,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.26 - 0.35,,5,1 - 2 giờ,"Google.com, Youtube.com",3,4,4,2,5,5,Có,Có,Có,Không,5,1,Không,5,5,Có,5,5,Có,Có,Rất tốt
06/06/2023 07:35,Nam,Năm 3,Đại học Công nghiệp TP.HCM (Ho Chi Minh City University of Industry),Có,3,0.36 - 0.45,,4,1 - 2 giờ,Google.com,2,3,3,3,3,3,Có,Không,Không,Không,3,3,Không,3,3,Có,3,3,Có,Có,Ngonn
06/06/2023 07:57,Khác,Năm 1,Đại học Công nghiệp TP.HCM (Ho Chi Minh City University of Industry),Có,3,0.36 - 0.45,,4,< 1 giờ,Google Scholar,3,2,3,3,3,4,Có,Có,Có,Có,2,2,Không,3,3,Có,3,2,Không,Có,Có thể gọi là ngày cang phát triển nhưng nếu phát triển quá HSSV sẽ lạm dụng nhiều
06/06/2023 08:34,Nữ,Năm 1,Đại học Sư phạm TP.HCM (Ho Chi Minh City University of Education),Có,3,0.16 - 0.25,,2,< 1 giờ,"Google.com, Youtube.com, Google Scholar",1,3,3,3,3,3,Không,Không,Không,Không,3,3,Không,3,3,Không,3,3,Có,Có,Thông minh nhưng vẫn còn nhiều sai xót
06/06/2023 08:45,Nữ,Năm 1,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Có,3,0.16 - 0.25,,5,1 - 2 giờ,Google.com,1,3,3,3,3,3,Có,Không,Không,Không,4,2,Không,5,5,Có,3,5,Có,Có,Này thì không đảm bảo vì developer của GPT không phát triển GPT nưac nên cũng không cập nhật những kiến thức mới
06/06/2023 09:15,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,2,,,1,< 1 giờ,Google.com,3,1,1,1,1,1,Không,Không,Không,Không,1,1,Không,1,1,Không,1,1,Không,Có,Không biết sử dụng nên không tìm hiểu
06/06/2023 09:18,Nam,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,3,0.26 - 0.35,0.26 - 0.35,3,< 1 giờ,"Wikipedia.org, Google.com, Youtube.com, Google Scholar",1,2,3,5,3,3,Có,Có,Có,Không,3,5,Có,3,3,Không,1,1,Không,Không,"Con người trở nên thụ động, ảnh hưởng xấu tới sự phát triển của bộ não con người. Việc có trí tuệ AI là một điểm sáng lớn của con người. Tạo ra để sử dụng, nếu chúng ta sử dụng đúng cách và không lạm dụng gì vấn đề lạm dụng sẽ không diễn ra."
06/06/2023 09:19,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,3,< 0.15,,1,< 1 giờ,"Google.com, Youtube.com, Google Scholar",3,1,1,1,1,1,Không,Không,Không,Không,1,5,Có,1,1,Không,1,1,Có,Không,Phải biết chọn lọc thông tin
06/06/2023 09:20,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Có,3,< 0.15,,1,< 1 giờ,Google.com,2,3,3,2,4,3,Có,Có,Không,Không,2,4,Không,3,4,Có,4,5,Có,Có,ChatGPT đưa ra nội dung càng ngày càng thông minh là đúng
06/06/2023 09:25,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Có,3,0.36 - 0.45,,2,< 1 giờ,"Wikipedia.org, Google.com, Google Scholar",3,2,2,2,2,2,Không,Không,Không,Không,2,2,Có,2,2,Có,2,1,Có,Có,nhưng nội dung khô khan không được như tư duy con người
06/06/2023 09:25,Nam,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,3,0.26 - 0.35,< 0.15,1,1 - 2 giờ,"Wikipedia.org, Google Scholar",3,2,3,5,4,4,Không,Có,Có,Không,5,5,Có,4,4,Có,4,4,Có,Có,Làm cho con người trở nên thụ động
06/06/2023 09:30,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Có,3,0.16 - 0.25,,2,< 1 giờ,"Wikipedia.org, Google.com, Google Scholar",3,3,5,3,3,3,Không,Có,Không,Không,3,1,Không,3,3,Có,3,1,Có,Có,"Bên cạnh thông minh thì tôi nghĩ nó cẫn còn tồn tại những hạn chế, ví dụ như mỗi câu trả lời của cùng một câu hỏi nó sẽ khác nhau, câu hỏi sai dẫn đến câu trả lời cũng sai theo, vv"
06/06/2023 09:30,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Có,3,,0.26 - 0.35,1,< 1 giờ,"Wikipedia.org, Google.com, Youtube.com",3,2,2,3,3,3,Không,Có,Không,Không,2,2,Không,2,2,Không,2,1,Có,Không,"Tùy vào mức độ câu hỏi và độ phủ sóng kiến thức mà nội dung của ChatGPT sẽ thuyết phục người tìm kiếm, từ đó người dùng sẽ nhận định đó có phải là nội dung thông minh hay không"
06/06/2023 09:31,Nam,Năm 1,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,,,3,< 1 giờ,"Google.com, Youtube.com",3,3,4,3,4,3,Có,Có,Có,Không,3,2,Không,4,5,Không,2,5,Có,Có,ChatGPT là AI mang tính đột phá của nhân loại. Việc AI càng ngày thông minh đồng nghĩa chúng ta đang phát triển nhưng không loại trừ việc AI quá thông minh rồi phản lại chúng ta nên mình không được để AI vượt qua trí thông minh của con người.
06/06/2023 09:34,Nữ,Năm 2,Đại học Luật TP.HCM (Ho Chi Minh City University of Law),Có,4,0.36 - 0.45,,3,2 - 3 giờ,Google.com,3,5,4,5,5,5,Không,Có,Không,Có,4,5,Không,5,5,Có,5,5,Không,Có,TOT
06/06/2023 09:36,Nữ,Năm 3,Đại học Kinh tế TP.HCM (Ho Chi Minh City University of Economics),Có,4,0.36 - 0.45,0.26 - 0.35,3,> 3 giờ,"Google.com, Youtube.com",2,5,5,5,5,5,Không,Không,Có,Có,5,4,Có,4,1,Không,5,5,Không,Không,CŨNG TÙY
06/06/2023 09:43,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,4,,,1,< 1 giờ,"Google.com, Youtube.com, Google Scholar",3,3,3,1,3,3,Không,Có,Không,Không,4,5,Có,3,3,Không,3,1,Không,Không,"Sẽ ảnh hưởng đến khả năng tự sáng tạo của sinh viên ,sinh viên phụ thuộc quá nhiều vào chat GPT mà không có chọn lọc kỹ càng"
06/06/2023 09:48,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,3,0.16 - 0.25,,3,< 1 giờ,"Wikipedia.org, Google.com, Google Scholar",3,3,3,2,2,4,Không,Không,Không,Không,3,3,Không,3,2,Có,3,1,Có,Có,Chat GPT là công cụ khá hữu ích. Nhưng không phải lúc nào nó cũng sẽ đúng. Vậy nên sv cần chọn lọc kĩ. Tránh sử dụng quá mức sẽ k tôt cho quá trình học tập
06/06/2023 09:57,Nữ,Năm 2,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Có,3,0.26 - 0.35,,2,< 1 giờ,"Google.com, Youtube.com, Google Scholar",3,2,2,1,3,2,Không,Không,Không,Không,2,4,Có,2,2,Không,2,1,Không,Có,.
06/06/2023 10:06,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Có,3,0.16 - 0.25,,2,< 1 giờ,"Google.com, Google Scholar",3,3,3,3,3,3,Không,Không,Không,Không,3,2,Không,2,3,Không,3,1,Có,Có,Không
06/06/2023 10:25,Nam,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,3,0.26 - 0.35,,1,< 1 giờ,Google.com,3,4,4,2,4,4,Có,Không,Không,Không,3,3,Không,4,4,Có,3,3,Có,Có,Chính xác
06/06/2023 10:33,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,3,,,1,< 1 giờ,"Google.com, Youtube.com, Google Scholar",3,2,2,1,2,2,Không,Không,Không,Không,3,4,Có,2,2,Không,4,2,Không,Có,Nghe rất hợp lí nhưng vẫn sai
06/06/2023 10:46,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,3,< 0.15,,1,< 1 giờ,Google.com,3,2,3,4,3,4,Không,Có,Không,Không,4,4,Có,3,3,Không,3,3,Có,Không,Sinh viên phụ thuộc nhiều vào chat gpt
06/06/2023 10:51,Nam,Năm 4,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Không,3,,,1,< 1 giờ,Wikipedia.org,3,2,2,1,2,2,Không,Có,Không,Không,2,2,Có,2,3,Có,2,1,Có,Có,Không hẳn - do cá nhân người dùng đọc cảm thấy nó hợp lý thôi!
06/06/2023 10:56,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,0.36 - 0.45,,3,< 1 giờ,"Google.com, Google Scholar",3,2,2,1,2,2,Không,Không,Không,Không,2,2,Không,2,2,Có,2,2,Có,Không,nó có thể giúp đưa ra được cài cần nhưng vẫn cần phải xử lý lại
06/06/2023 11:47,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Có,3,,< 0.15,1,< 1 giờ,"Google.com, Youtube.com, Google Scholar",3,1,1,1,1,1,Không,Có,Không,Không,2,1,Không,1,1,Có,1,1,Không,Không,Nhưng những nội dung đó vẫn không có nguồn rõ ràng
06/06/2023 11:47,Nam,Năm 2,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Có,4,0.26 - 0.35,,4,1 - 2 giờ,Youtube.com,1,4,4,4,3,4,Không,Không,Có,Không,4,3,Có,4,4,Có,4,5,Không,Có,Tôi đồng ý
06/06/2023 12:25,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,3,< 0.15,,2,< 1 giờ,Google.com,3,3,3,3,3,3,Có,Có,Không,Không,3,3,Có,3,3,Có,3,3,Có,Có,Đúng
06/06/2023 13:57,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,3,0.36 - 0.45,,4,< 1 giờ,"Google.com, Youtube.com, Google Scholar",3,1,3,3,3,3,Không,Có,Không,Có,3,5,Có,3,3,Có,3,1,Không,Có,h
06/06/2023 15:27,Nam,Năm 2,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Có,4,0.36 - 0.45,,4,1 - 2 giờ,"Google.com, Youtube.com",1,4,4,5,4,5,Có,Có,Có,Không,4,5,Không,5,4,Có,5,5,Không,Có,ChatGPT vẫn còn được phát triển
06/06/2023 15:31,Nữ,Năm 2,Đại học Sư phạm TP.HCM (Ho Chi Minh City University of Education),Có,4,> 0.45,,4,1 - 2 giờ,"Wikipedia.org, Google.com, Youtube.com",1,5,5,3,4,3,Có,Có,Có,Không,5,4,Không,3,4,Có,5,5,Có,Có,Không ý kiến
06/06/2023 15:33,Nam,Năm 2,Đại học Công nghiệp TP.HCM (Ho Chi Minh City University of Industry),Có,4,> 0.45,,4,1 - 2 giờ,"Google.com, Youtube.com",1,5,5,2,4,4,Có,Không,Có,Có,5,5,Không,3,5,Có,5,5,Không,Có,Tôi cũng nghĩ vậy
06/06/2023 15:35,Nam,Năm 2,Đại học Sài Gòn (Saigon University),Có,3,0.16 - 0.25,,4,< 1 giờ,"Wikipedia.org, Google.com, Youtube.com",1,5,5,4,3,4,Có,Có,Có,Có,4,4,Không,4,3,Có,4,5,Có,Có,ChatGPT chỉ sử dụng những dữ liệu do con người train nên độ thông minh sẽ ở 1 mức độ nhất định
06/06/2023 15:41,Nam,Năm 3,Đại học Công nghệ Thông tin TP.HCM (Ho Chi Minh City University of Information Technology),Có,3,< 0.15,,4,1 - 2 giờ,"Google.com, Youtube.com",1,5,5,3,5,5,Có,Có,Có,Không,2,5,Không,5,5,Có,5,5,Không,Có,ChatGPT vẫn đang được phát triển nên nội dung của nó sẽ càng thông minh hơn theo thời gian
06/06/2023 17:04,Nữ,Năm 1,Đại học Sư Phạm Kỹ Thuật TP.HCM (Ho Chi Minh City University of Technology and Education),Không,3,,,1,< 1 giờ,"Wikipedia.org, Google Scholar",3,2,2,2,3,2,Không,Có,Không,Không,3,3,Có,2,2,Không,2,3,Không,Có,Sẽ ảnh hưởng đến việc đánh giá kết quả học tập của học sinh
06/06/2023 18:49,Nam,Năm 3,Đại học Công nghệ TP.HCM (Ho Chi Minh City University of Technology),Có,3,,0.16 - 0.25,4,< 1 giờ,"Wikipedia.org, Google.com",1,3,3,3,3,3,Không,Có,Không,Không,3,5,Có,4,3,Có,3,5,Có,Có,Bình thường
